,NAME,OWNERSHIP,LOCATION,ALIAS_NAME
2390,MIRA MESA VERNAL POOL OS,City of San Diego,,Mira Mesa Vernal Pool Open Space
2391,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2392,OCEAN VIEW HILLS OS,City of San Diego,,Ocean View Hills Open Space
2393,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2394,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2395,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2396,CHOLLAS PARKWAY OS,City of San Diego,,Chollas Parkway Open Space
2397,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2398,EUGENE PLACE OS,City of San Diego,,Eugene Place Open Space
2399,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2400,ENCANTO EXPRESSWAY OS,City of San Diego,,Encanto Expressway Open Space
2401,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2402,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2403,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2404,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2405,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
2406,VALENCIA CANYON OS,City of San Diego,,Valencia Canyon Open Space
2407,ENCANTO EXPRESSWAY OS,City of San Diego,,Encanto Expressway Open Space
2408,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2409,ADOBE FALLS PARK OS,City of San Diego,,Adobe Falls Park Open Space
2410,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2411,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2412,OTAY MITIGATION SITE,City of San Diego,,Otay Mitigation Site
2413,SWITZER OS,City of San Diego,,Switzer Open Space
2414,UPTOWN OS,City of San Diego,,Uptown Open Space
2415,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2416,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2417,IVEY RANCH PARK,City of Oceanside,4101 MISSION AVENUE,Ivey Ranch Park
2418,MELBA BISHOP PARK,City of Oceanside,5306 NORTH RIVER ROAD,Melba Bishop Park
2419,OCEANSIDE DOG PARK,City of Oceanside,JONES & SLR,Oceanside Dog Park
2420,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2421,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2422,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2423,SENIOR CITIZENS' CENTER,City of Oceanside,455 COUNTRY CLUB LANE,Senior Citizens' Center
2424,SWITZER OS,City of San Diego,,Switzer Open Space
2425,CHOLLAS PARKWAY OS,City of San Diego,,Chollas Parkway Open Space
2426,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2427,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2428,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2429,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2430,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2431,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2432,JOSEPH BALDERRAMA PARK,City of Oceanside,709 SAN DIEGO STREET,Joseph Balderrama Park
2433,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2434,ENCANTO PARK,City of San Diego,,Encanto Park
2435,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2436,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
2437,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
2438,JOSEPH SEPULVEDA PARK,City of Oceanside,SHERBOURNE DRIVE & MARVIN,Joseph Sepulveda Park
2439,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2440,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2441,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2442,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2443,"MARTIN LUTHER KING, JR. PARK",City of Oceanside,4300 MESA DRIVE,"Martin Luther King, Jr. Park"
2444,ALEX RD SKATE PARK,City of Oceanside,"3300 ALEX RD, @ FOUSSAT",Alex Rd Skate Park
2445,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2446,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Os
2447,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Os
2448,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Os
2449,DEL MAR MESA MITIGATION,City of San Diego,,Del Mar Mesa Mitigation
2450,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Os
2451,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
2452,SWITZER OS,City of San Diego,,Switzer Open Space
2453,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Os
2454,MISSION VALLEY HILLSIDES OS,City of San Diego,,Mission Valley Hillsides Open Space
2455,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
2456,PENASQUITOS LAGOON OS,City of San Diego,,Penasquitos Lagoon Open Space
2457,SWITZER OS,City of San Diego,,Switzer Open Space
2458,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2459,JOSEPH CARRASCO PARK,City of Oceanside,SKYLARK DRIVE & PARTRIDGE,Joseph Carrasco Park
2460,SOCAL SPORT FIELDS,City of Oceanside,EL CORAZON,Socal Sport Fields
2461,RADIO CANYON EXTENSION OS,City of San Diego,,Radio Canyon Extension Os
2462,LIBBY LAKE PARK,City of Oceanside,424 CALLE MONTECITO,Libby Lake Park
2463,BUDDY TODD PARK,City of Oceanside,MESA DRIVE AND PARNASSUS CIRCLE,Buddy Todd Park
2464,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2465,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2466,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2467,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2468,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2469,CERVANTES CANYON OS,City of San Diego,,Cervantes Canyon Open Space
2470,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2471,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2472,CLEAR. SITE 642,City of San Diego,,Clear. Site 642
2473,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2474,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2475,CLEAR. SITE 761,City of San Diego,,Clear. Site 761
2476,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
2477,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2478,LA JOLLA OS,City of San Diego,,La Jolla Open Space
2479,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2480,CLEAR. SITE 536,City of San Diego,,Clear. Site 536
2481,LEXINGTON CANYON OS,City of San Diego,,Lexington Canyon Open Space
2482,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
2483,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2484,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2485,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2486,ALBATROSS CANYON OS,City of San Diego,,Albatross Canyon Open Space
2487,CLEAR. SITE 073,City of San Diego,,Clear. Site 073
2488,AMERICANIZATION SCHOOL,City of Oceanside,1210 DIVISION STREET,Americanization School
2489,ROSE CANYON OS,City of San Diego,,Rose Canyon Os
2490,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2491,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2492,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2493,ALAMOSA PARK,City of Oceanside,MESA DR AND ALAMOSA DR,Alamosa Park
2494,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Os
2495,LA JOLLA OS,City of San Diego,,La Jolla Os
2496,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Os Park
2497,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2498,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2499,MISSION VALLEY PRESERVE,City of San Diego,,Mission Valley Preserve
2500,UPTOWN OS,City of San Diego,,Uptown Os
2501,UPTOWN OS,City of San Diego,,Uptown Os
2502,LEXINGTON CANYON OS,City of San Diego,,Lexington Canyon Open Space
2503,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2504,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2505,LOS PENASQUITOS CANYON VERNAL POOL OS,City of San Diego,,Los Penasquitos Canyon Vernal Pool Open Space
2506,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2507,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2508,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2509,SWITZER OS,City of San Diego,,Switzer Os
2510,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2511,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2512,RANCHO MISSION CANYON OS,City of San Diego,,Rancho Mission Canyon Open Space
2513,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2514,Vista Sports Park,City of Vista,1600 Sports Park Way,Vista Sports Park
2515,Bub Williamson Park,City of Vista,530 Grapevine Rd,Bub Williamson Park
2516,Rotary Lane,City of Vista,Vista Village Dr & Palm Dr,Rotary Lane
2517,Veterans Memorial Park,City of Vista,Paseo Santa Fe,Veterans Memorial Park
2518,Soroptomist Parkette,City of Vista,Vista Village Dr. at S. Santa Fe Avenue,Soroptomist Parkette
2519,OTAY MESA OS,City of San Diego,,Otay Mesa Os
2520,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2521,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2522,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2523,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2524,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2525,MID-CITY OS,City of San Diego,,Mid-City Open Space
2526,UPTOWN OS,City of San Diego,,Uptown Os
2527,UNIVERSITY HEIGHTS OS PARK,City of San Diego,,University Heights Os Park
2528,CLEAR. SITE 536,City of San Diego,,Clear. Site 536
2529,OLD TROLLEY BARN PARK,City of San Diego,,Old Trolley Barn Park
2530,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2531,MARLADO HIGHLANDS PARK,City of Oceanside,RIVERTREE AND SOUTHWOOD,Marlado Highlands Park
2532,FIRESIDE PARK,City of Oceanside,251 FIRESIDE STREET,Fireside Park
2533,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Os
2534,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2535,KENSINGTON HILLSIDES OS,City of San Diego,,Kensington Hillsides Open Space
2536,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
2537,MID-CITY OS,City of San Diego,,Mid-City Os
2538,EL CORAZON SENIOR CENTER,City of Oceanside,EL CORAZON,El Corazon Senior Center
2539,PACIFIC ST LINEAR PARK,City of Oceanside,PACIFIC: SURFRIDER TO WISCONSIN,Pacific St Linear Park
2540,SUNSHINE BROOKS THEATER,City of Oceanside,COAST HWY & PIER VIEW,Sunshine Brooks Theater
2541,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2542,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2543,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2544,IMPERIAL MARKETPLACE OS,City of San Diego,,Imperial Marketplace Os
2545,IMPERIAL MARKETPLACE OS,City of San Diego,,Imperial Marketplace Os
2546,TALMADGE HILLSIDES OS,City of San Diego,,Talmadge Hillsides Open Space
2547,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2548,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
2549,MISSION VALLEY PRESERVE,City of San Diego,,Mission Valley Preserve
2550,SOUTH BAY TERRACES OS,City of San Diego,,South Bay Terraces Open Space
2551,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
2552,ENCANTO EXPRESSWAY OS,City of San Diego,,Encanto Expressway Open Space
2553,MISSION HILLS OS PARK,City of San Diego,,Mission Hills Open Space Park
2554,MID-CITY OS,City of San Diego,,Mid-City Open Space
2555,ALBATROSS CANYON OS,City of San Diego,,Albatross Canyon Open Space
2556,MAPLE CANYON OS,City of San Diego,,Maple Canyon Open Space
2557,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2558,CESAR CHAVEZ PARK,City of Oceanside,DIVISION STREET,Cesar Chavez Park
2559,TYSON STREET PARK,City of Oceanside,206 S STRAND AND TYSON,Tyson Street Park
2560,STRAND BEACH PARK,City of Oceanside,100 S STRAND AND SEAGAZE,Strand Beach Park
2561,BROOKS ST SWIM CENTER,City of Oceanside,130 BROOKS STREET,Brooks St Swim Center
2562,RON ORTEGA RECREATION PARK,City of Oceanside,BROOKS AND MAXSON,Ron Ortega Recreation Park
2563,NORTH CITY WEST OS,City of San Diego,,North City West Open Space
2564,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2565,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2566,MAPLE CANYON OS,City of San Diego,,Maple Canyon Open Space
2567,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2568,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
2569,CHOLLAS CREEK OS,City of San Diego,,Chollas Creek Open Space
2570,LEXINGTON CANYON OS,City of San Diego,,Lexington Canyon Open Space
2571,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2572,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2573,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
2574,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2575,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2576,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2577,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2578,MANCE BUCHANON PARK,City of Oceanside,425 COLLEGE BLVD,Mance Buchanon Park
2579,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2580,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2581,LION'S CLUB PARK,City of Oceanside,CASSIDY AND BROADWAY,Lion'S Club Park
2582,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
2583,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
2584,UPTOWN OS,City of San Diego,,Uptown Open Space
2585,LA ZANJA CANYON OS,City of San Diego,,La Zanja Canyon Open Space
2586,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2587,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
2588,CARMEL VALLEY CVREP,City of San Diego,,Carmel Valley Cvrep
2589,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2590,ROSE CANYON OS,City of San Diego,,Rose Canyon Open Space
2591,UPTOWN OS,City of San Diego,,Uptown Open Space
2592,UPTOWN OS,City of San Diego,,Uptown Open Space
2593,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2594,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Os
2595,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2596,HERITAGE PARK,City of Oceanside,500 PEYRI ROAD,Heritage Park
2597,JUNIOR SEAU BEACH COMMUNITY CENTER,City of Oceanside,300 NORTH STRAND,Junior Seau Beach Community Center
2598,PIER AMPHITHEATER,City of Oceanside,300 NORTH STRAND,Pier Amphitheater
2599,OAK RIPARIAN PARK,City of Oceanside,4625 LAKE BOULEVARD,Oak Riparian Park
2600,SOUTH OCEANSIDE SCHOOL PARK,City of Oceanside,CASSIDY AND STEWART,South Oceanside School Park
2601,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2602,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2603,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2604,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2605,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2606,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
2607,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
2608,LA JOLLA OS,City of San Diego,,La Jolla Open Space
2609,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
2610,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
2611,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
2612,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2613,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
2614,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2615,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
2616,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2617,ALBATROSS CANYON OS,City of San Diego,,Albatross Canyon Open Space
2618,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2619,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
2620,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2621,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
2622,OTAY MESA OS,City of San Diego,,Otay Mesa Os
2623,OTAY MESA OS,City of San Diego,,Otay Mesa Os
2624,Felicita,County DPR,,Felicita County Park
2625,Flinn Springs,County DPR,,Flinn Springs County Park
2626,Sycamore Canyon / Goodan Ranch,County DPR,,Goodan Ranch/Sycamore Canyon County Preserve
2627,Goodland Acres,County DPR,,Goodland Acres County Park
2628,Gopher Canyon,County DPR,,Gopher Canyon Reserve
2629,Greenfield,County DPR,,Greenfield
2630,Blue Sky Ranch,County DPR,,Blue Sky Ranch Ecological Reserve
2631,Aerie,County DPR,,Aerie Park
2632,Agua Caliente,County DPR,,Agua Caliente County Park
2633,Stoneridge,County DPR,,Stoneridge Preserve
2634,Bancroft,County DPR,,Bancroft County Park
2635,Berkeley Hering,County DPR,,Berkeley Hering Preserve
2636,Christopher Hill,County DPR,,Christopher Hill (TET)
2637,Clemmens Lane,County DPR,,Clemmens Lane County Park
2638,Cole Grade,County DPR,,Cole Grade Park
2639,Borrego Springs,County DPR,,Borrego Springs
2640,Borrego Springs,County DPR,,Borrego Springs Park Site Dedication
2641,Boulder Oaks,County DPR,,Boulder Oaks County Preserve
2642,Campo Stone Store,County DPR,,Campo Stone Store
2643,Chocolate Summit,County DPR,,Chocolate Summit Tax Parcel (Van Dussen)
2644,Collier,County DPR,,Collier County Park
2645,Cottonwood,County DPR,,Cottonwood County Park
2646,Mission Trails,City of San Diego,,Mission Trails Regional Park
2647,Damon Lane,County DPR,,Damon Lane County Park
2648,Del Parque,County DPR,,Del Parque Park
2649,Diamond Trail,County DPR,,Diamond Trail (TET)
2650,Don Dussault,County DPR,,Don Dussault County Park
2651,Dos Picos,County DPR,,Dos Picos County Park
2652,El Monte,County DPR,,El Monte County Park
2653,Estrella Drive,County DPR,,Estrella County Park
2654,Eucalyptus,County DPR,,Eucalyptus County Park
2655,Fallbrook,County DPR,,Fallbrook Community Center
2656,Guajome,County DPR,,Guajome Regional Park
2657,Heritage,County DPR,,Heritage County Park
2658,Hillsdale,County DPR,,Hillsdale County Park
2659,Hilton Head,County DPR,,Hilton Head County Park
2660,Ildica Street,County DPR,,Ildica Street Park
2661,In-Ko-Pah,County DPR,,In-Ko-Pah Park
2662,Jess Martin,County DPR,,Jess Martin County Park
2663,Rios Baseball Park,County DPR,,Rios Baseball Park
2664,Robert Adams,County DPR,,Robert Adams Park
2665,Sage Hill,County DPR,,Sage Hill Preserve
2666,San Elijo Lagoon,County DPR,,San Elijo Lagoon & Ecological Rreserve
2667,Santa Margarita,County DPR,,Santa Margarita County Preserve
2668,Santa Ysabel East,County DPR,,Santa Ysabel County Preserve East
2669,Santa Ysabel West,County DPR,,Santa Ysabel County Preserve West
2670,Simon,County DPR,,Simon County Preserve
2671,South Lane,County DPR,,South Lane County Park
2672,Spring Valley,County DPR,,Spring Valley County Park
2673,Julian Pioneer Memorial,County DPR,,Julian Museum & Pioneer County Park
2674,Knollwood,County DPR,,Knollwood Preserve (TET)
2675,Lake Morena,County DPR,,Lake Morena County Park
2676,Lakeside Baseball Park,County DPR,,Lakeside Baseball Park
